Airdate,Animation,Animation Supervisor,Copyright year,Creative,Episode №,Guest(s),Line Producer,Main,Next,Previous,Production code,Running time,Season №,Sister episode(s),Storyboard,Storyboard Artist(s),Supervising,Supervising Producer(s),Technical,U.S. premiere time (ET),U.S. viewers (millions),Writer(s),characters,title
"July 11, 2019","['Michelle Bryan', 'Alan Smart', 'Tom Yasumi']",,2019,,254-255,"['Dahlya Glick', 'Kel Mitchell', 'Jack Griffo', 'Daniella Perkins', 'Jace Norman', 'David Hasselhoff', 'Victoria Beckham', 'Tiffany Haddish', 'Sigourney Weaver', 'JoJo Siwa', 'Michael Strahan', 'RuPaul', 'Gilbert Gottfried', 'Mike Bell (uncredited)']",,Jonas Morganstein,"""SpongeBob in RandomLand""","""Biddy Sitting""","['325-1227', '325-1228', '325-1229', '325-1230893', '893-30 (cut)']","42 minutes, 19 seconds",12,,"['Brian Morante', 'Fred Osmond']",,"['Sherm Cohen', 'Dave Cunningham', 'Adam Paloian']","['Marc Ceccarelli', 'Vincent Waller']",,7:00 pm,"['1.83', '2.24 (simulcast)', '1.06 (cut)', '0.81 (""bonus edition"")']","['Kaz', 'Doug Lawrence']","SpongeBob SquarePants, JimBob, Patrick Star, Patrick, Squidward Tentacles, Manward, Eugene H. Krabs, Mr. Slabs, Pearl Krabs, Pearl Slabs, Sandy Cheeks, Carol, Sheldon J. Plankton, Charleston, Karen Plankton, Mrs. Puff, Gary the Snail, Bubble Bass, Rube Goldfish, Patchy the Pirate, Potty the Parrot, French Narrator, David Hasselhoff, Incidentals, Charlie, Old Man Walker, Incidental 116, Incidental 3, Incidental 18, Carol, Incidental 65, Fred, Incidental 6, Incidental 7, Incidental 8, Sandals, Eel, Mohawk brute 1, Loser 3, Bert, Incidental 222, Incidental 165, Incidental 11, Cindy, Incidental 40, Incidental 14, Incidental 107, Incidental 30, Incidental 41, Incidental 164, Incidental 45, Scooter, Incidental 42, Mermaid Man, Barnacle Boy, Slappy Laszlo, Perch Perkins, Brian Morante's daughter caricature fish, Brian Morante's wife caricature fish, Clams, Old fisherman, Harold SquarePants, Margaret SquarePants, Zeus the Guitar Lord, Tattletale Strangler, Princess Mindy, Shark nerd, Football player, Grubby Grouper, Flats the Flounder, Larry the Lobster, Bubble hippo, Monty P. Moneybags, Hoopla, Hate fish, The chief, Man Ray, Dirty Bubble, Beanie McBean, Kel Mitchell, Jack Griffo, Daniella Perkins, Ephraim Lopez, Can, Gorilla boss, Monkey Middle managers, JoJo Siwa, Tiffany Haddish, John Goodman, RuPaul, Rob Gronkowski, Victoria Beckham, Allan K. Washington, Gilbert Gottfried, Dog walker, Thomas F. Wilson, Pie dragon, Fisherman, Patrick's lover fish",SpongeBob's Big Birthday Blowout
"September 11, 2019","['Michelle Bryan', 'Alan Smart']",,2019,,256a,,,,"""SpongeBob's Bad Habit""","""SpongeBob's Big Birthday Blowout""",325-1220,11 minutes,12,"""SpongeBob's Bad Habit""",Fred Osmond,,Adam Paloian,"['Marc Ceccarelli', 'Vincent Waller']",,11:00 am,"['1.43', 'N/A (cut)']",Kaz,"SpongeBob SquarePants, Squidward Tentacles, Eugene H. Krabs, King Neptune, Funny lady, Funny lady, Incidental RL10, Bathing female, Lady Squidward, Red Mist Squidward, Realtor, Rodger, Worm, Giant man, Kaz, RandomLand Squidward, RandomLand SpongeBob, RandomLand Patrick, Ramone dinos",SpongeBob in RandomLand
"September 12, 2019",Andrew Overtoom,,2019,,256b,,,,"""Handemonium""","""SpongeBob in RandomLand""",325-1235,"10 minutes, 40 seconds",12,"""SpongeBob in RandomLand""",Kelly Armstrong,,Dave Cunningham,"['Marc Ceccarelli', 'Vincent Waller']",,11:15 am,1.43,Luke Brookshier,"SpongeBob SquarePants, Gary the Snail, Patrick Star, Squidward Tentacles, Eugene H. Krabs, Sandy Cheeks, Mrs. Puff, Hans, Lady Upturn, Ethel, Incidentals, Tom, Incidental 8, Incidental 106, Incidental 81, Incidental 107, Incidental 14, Incidental 63, Lenny, Incidental 93, Incidental 48, Incidental 40, Incidental 45, Incidental 41, Incidental 47, Incidental 64, Fred, Incidental 151, Harris, Incidental 105, Incidental 152, Incidental 150, Incidental 68, Carol, Incidental 37B, Incidental 67, Incidental 69, Incidental 60, Dodo, Incidental 95, BunnyBunnsKids 23",SpongeBob's Bad Habit
"September 13, 2019","['Alan Smart', 'Tom Yasumi']",,2019,,257a,,,,"""Breakin'""","""SpongeBob's Bad Habit""","['325-1223', '325-1240a']","15 minutes, 39 seconds",12,"""Breakin'""",Brian Morante,,"['Adam Paloian', 'Sherm Cohen']","['Marc Ceccarelli', 'Vincent Waller']",,11:15 am,1.07,Doug Lawrence,"SpongeBob SquarePants, Sheldon J. Plankton, Eugene H. Krabs, Hans, Chum Bucket glove, Scallop, Torpedo Belly, Lockjaw Jones, Beefy guy, Larry the Lobster, Incidentals, Champ 1, Champ 2, Popeye fish, Unknown ""Navy"" 1, Reg, Incidental 24, Incidental 24A, Don the Whale, Incidental 42, Incidental 8, Incidental 106, Fred, Incidental 2, Steven, Incidental 7, Incidental 30, Incidental 16, Incidental 11, Incidental 40, Incidental 151, Incidental 27, Incidental 63, Incidental 169, Incidental 45, Incidental 103, Incidental 153, Incidental 160, Incidental 162, Incidental 171, Incidental 186, Incidental 14, Harris, Incidental 21, Incidental 92, Incidental 37A, Incidental 105, Incidental 48, Dirty Dan, Glove World!",Handemonium
"September 14, 2019",Tom Yasumi,,2019,,257b,,,,"""Boss for a Day""","""Handemonium""",325-1240b,"6 minutes, 12 seconds",12,"""Handemonium""",Brian Morante,,Sherm Cohen,"['Marc Ceccarelli', 'Vincent Waller']",,11:15 am,1.14,Andrew Goodman,"SpongeBob SquarePants, Squidward Tentacles, Eugene H. Krabs, Sea urchin, Incidentals, Old Man Walker, Fred, Incidental 6, Incidental 41, Incidental 40, Don the Whale, Incidental 7, Incidental 45, Incidental 37A, Incidental 115, Scooter, Incidental 64, Incidental 174, Incidental 185, Incidental 104, Incidental 105, BusinessFish 50, Incidental 73, Incidental 106, Incidental 67, Incidental 92, Incidental 42, Charlie, Incidental 37B, Incidental 48, Incidental 13, Incidental 9, Incidental 46, Carol, Incidental 8, Incidental 2, Bubba fish, Incidental 14, Incidental 93, Teen 15, Blue blob, Scrubby and the Cleaning Crew",Breakin'
"July 6, 2020",Alan Smart,,2019,,258a,,,,"""The Goofy Newbie""","""Breakin'""",325-1217,"10 minutes, 51 seconds",12,"""The Goofy Newbie""",John Trabbic,,Adam Paloian,"['Marc Ceccarelli', 'Vincent Waller']",,7:00 pm,0.73,Andrew Goodman,"SpongeBob SquarePants, SpongeBob's slices, Patrick Star, Squidward Tentacles, Eugene H. Krabs, Pirates, Pirate captain, Incidentals, Fred, Incidental 7, Incidental 115, Incidental 45, Incidental 151, Incidental 41, Incidental 48, Charlie, Incidental 40, Incidental 49, Incidental 8, Incidental 36, Incidental 93, Incidental 46, Incidental 85, Incidental 105, Incidental 64, Old Man Walker, Incidental 82, Incidental 27, Incidental 159, Incidental 69, Incidental 60, Incidental 47, Carol, Incidental 92, Incidental 152, Incidental 107, Incidental 42, Incidental 25, Incidental 26, Incidental 65, Incidental 14, Incidental 3, Incidental 2, Dodo, Incidental 106, Incidental 13, Incidental 90, Mary, Worker fish, Shark nerd, Shark mom, Shark daughter",Boss for a Day
"September 28, 2019",Tom Yasumi,,2019,,258b,Gary Anthony Williams as Goofy Manager,,,"""The Ghost of Plankton""","""Boss for a Day""",325-1238,"10 minutes, 51 seconds",12,"""Boss for a Day""",Kelly Armstrong,,Dave Cunningham,"['Marc Ceccarelli', 'Vincent Waller']",,11:00 am,1.28,Kaz,"SpongeBob SquarePants, Patrick Star, Goofy Goober, Reginald Goober, Goofy Manager, Squidward Tentacles, Walter the Waiter, Squidina Star, Octavius Rex, Girl scout, twin sisters, Boy fish, Incidentals, Teen 9, Incidental 151, Incidental 163, Incidental 164, Incidental 168, Incidental 172, Incidental 161, Harris, Incidental 153, Helen the Felon, Incidental 164, Incidental 171, Incidental 160, Incidental 68, Incidental 162, Incidental 37A, Incidental 141, Incidental 142",The Goofy Newbie
"October 12, 2019",Alan Smart,,2019,,259a,Brian Doyle-Murray as Flying Dutchman,,,"""My Two Krabses""","""The Goofy Newbie""",325-1214,"10 minutes, 51 seconds",12,"""My Two Krabses""",Brian Morante,,Adam Paloian,"['Marc Ceccarelli', 'Vincent Waller']",,11:00 am,1.00,Doug Lawrence,"Sheldon J. Plankton, Karen Plankton, SpongeBob SquarePants, Patrick Star, Squidward Tentacles, Pearl Krabs, Eugene H. Krabs, Granny Plankton, Flying Dutchman, Thief, Grandma ghost, Woman, Old Man Jenkins, Incidentals, ""FG"" incidentals, Incidental FG1, Incidental FG2, Howard Blandy, Incidental FG4, Incidental FG5, Incidental FG6, Incidental FG7, Incidental FG8, Incidental FG9, Incidental FG10, Incidental FG11, Incidental 63, Incidental 115, Incidental 93, Chum Bucket glove",The Ghost of Plankton
"October 28, 2019",Michelle Bryan,,2019,,259b,,,,"""Knock Knock, Who's There?""","""The Ghost of Plankton""",325-1234,"10 minutes, 49 seconds",12,"""The Ghost of Plankton""",Fred Osmond,,Sherm Cohen,"['Marc Ceccarelli', 'Vincent Waller']",,12:15 pm,0.68,Andrew Goodman,"Squidward Tentacles, Patrick Star, Eugene H. Krabs, SpongeBob SquarePants, Pearl Krabs, Chum Krabs, Mrs. Puff, Sheldon J. Plankton, Karen Plankton, Nixie, Marina, Bubble Bass, Incidentals, Teen 12, Teen 15, Teen 8, Fred, Tom, Incidental 7, Waiter B, Incidental F19, Incidental F10, Lenny, Incidental 115, Incidental 105, Incidental 37B, Incidental 42, Incidental 60, Billy, Incidental 49, Steven, Teen 7, Unknown ""BusinessFish"" 6, Annette",My Two Krabses
"September 27, 2020",Tom Yasumi,,2019,,260a,,,,"""Pat Hearts Squid""","""My Two Krabses""",325-1244,"10 minutes, 50 seconds",12,"""Pat Hearts Squid""",John Trabbic,,Dave Cunningham,"['Marc Ceccarelli', 'Vincent Waller']",,7:04 pm,0.34,Kaz,"SpongeBob SquarePants, Eugene H. Krabs, Patrick Star, Pearl Krabs, Mrs. Puff, Pizza guy, Doorman, Fish guy","Knock Knock, Who's There?"
"December 19, 2020",Michelle Bryan,,2019,,260b,,,,"""Lighthouse Louie""","""Knock Knock, Who's There?""",325-1241,"10 minutes, 57 seconds",12,"""Knock Knock, Who's There?""",Fred Osmond,,Sherm Cohen,"['Marc Ceccarelli', 'Vincent Waller']",,6:30 pm,0.56,Doug Lawrence,"SpongeBob SquarePants, Patrick Star, Squidward Tentacles, Mrs. Tentacles, Eugene H. Krabs, Incidentals, Fred, Teen 15, Incidental 48, Incidental 40, Incidental 16, Harris, Incidental 27, Incidental 49, Incidental 14, Incidental 41, Incidental 110, Charlie, Ted",Pat Hearts Squid
"February 12, 2020",Alan Smart,,2019,,261a,,,,"""Hiccup Plague""","""Pat Hearts Squid""",325-1239,"10 minutes, 51 seconds",12,"""Hiccup Plague""",John Trabbic,,Adam Paloian,"['Marc Ceccarelli', 'Vincent Waller']",,12:00 pm,0.68,Luke Brookshier,"SpongeBob SquarePants, Eugene H. Krabs, Mrs. Puff, Lighthouse Louie, Perch Perkins, Squidward Tentacles, Bubble Bass, Larry the Lobster, Incidentals, Dale, Incidental 8, Fred, Harris, Dodo, Incidental 118, Snail babies",Lighthouse Louie
"September 29, 2020",Tom Yasumi,,2019,,261b,,,,"""A Cabin in the Kelp""","""Lighthouse Louie""",325-1233,"10 minutes, 48 seconds",12,"""Lighthouse Louie""",Brian Morante,,Dave Cunningham,"['Marc Ceccarelli', 'Vincent Waller']",,7:00 pm,0.44,Luke Brookshier,"SpongeBob SquarePants, Patrick Star, Squidward Tentacles, Eugene H. Krabs, Sandy Cheeks, Sheldon J. Plankton, Karen Plankton, Pearl Krabs, Mrs. Puff, Incidentals, Incidental 41, Incidental 64, Incidental 82, Perch Perkins, Bubble Bass, Timmy, Tina, Old Man Jenkins, Jellyfish",Hiccup Plague
"October 12, 2019",Michelle Bryan,,2019,,262a,,,,"""The Hankering""","""Hiccup Plague""",325-1242,"10 minutes, 49 seconds",12,"""The Hankering""",,Kristen Morrison,Sherm Cohen,"['Marc Ceccarelli', 'Vincent Waller']",,11:15 am,1.00,Kaz,"SpongeBob SquarePants, Gal Pals, Karen Plankton, Sandy Cheeks, Mrs. Puff, Pearl Krabs, Moose snail, Flibberty Gibbet, Saleslady, Incidentals, Incidental 115, Incidental 2, Jellyfish",A Cabin in the Kelp
"November 30, 2019",Alan Smart,,2019,,262b,Gilbert Gottfried as Sal,,,"""Who R Zoo?""","""A Cabin in the Kelp""",325-1243,"10 minutes, 58 seconds",12,"""A Cabin in the Kelp""",Fred Osmond,,Adam Paloian,"['Marc Ceccarelli', 'Vincent Waller']",,11:49 am,1.10,Andrew Goodman,"SpongeBob SquarePants, Squidward Tentacles, Eugene H. Krabs, French Narrator, Sheldon J. Plankton, Karen Plankton, Chum monkey, Torpedo Belly, Torpedo Belly, Incidental 27, Incidental 64, Incidental 40, Bubba fish, Incidental 42, Incidental 2, Incidental 107, Incidental 106, Sal, Taxi driver, Dr. Kelpington, Dr. Kelpington's snail, Incidentals, Man inc hat, Incidental 16, Incidental 21, Incidental 8, Incidental 69, Carol, Incidental 60, Incidental 37B, Incidental 153, Harris, Steven, Incidental 46, Incidental 14, Incidental 104, Harold, Incidental 47, Incidental 105",The Hankering
"February 8, 2020","['Michelle Bryan', 'Tom Yasumi']",,2020,,263a,,,,"""Kwarantined Krab""","""The Hankering""",325-1245,"10 minutes, 50 seconds",12,"""Kwarantined Krab""",John Trabbic,,"['Marc Ceccarelli (uncredited)', 'Vincent Waller (uncredited)']","['Marc Ceccarelli', 'Vincent Waller']",,11:00 am,0.94,Doug Lawrence,"SpongeBob SquarePants, Patrick Star, Squidward Tentacles, Eugene H. Krabs, Karen Plankton, Sheldon J. Plankton, Zookeeper, Pearl's cyan friend, Incidentals, Incidental 168, Incidental 160, Incidental 37B, Incidental 12, Incidental 102, Incidental 9, Incidental 7, Incidental 152, Incidental 40, Incidental 103, Anchovies, Incidental 30, Incidental 30A, Lenny, Incidental 115, Harris, Incidental 31, Tom, Incidental 2, Fred, Incidental 18, Incidental 14, Carol, Incidental 64, Incidental 153, Incidental 45, Incidental 27, Incidental 42, Incidental 82, Incidental 105, Billy, Incidental 3, Incidental 16, Incidental 28, Incidental 39, Billy, Incidental 107, Incidental 151, Dodo, Old Man Walker, Incidental 150, John, Incidental 8, Scooter, Steven, Incidental 41, Judge 1, Sea tiger, Sea tiger, Sea elephant, Sea giraffe, Sea baboons, Sea monster, Sea hippo, Lion fish, Sea bear, Sea monkey, Elephant bubble, Elephant bubble, Duck bubble, Bubble hippo, Bubble goat, Bubble giraffe",Who R Zoo?
"November 18, 2020",Tom Yasumi,,2020,,263b,,,,"""Plankton's Intern""","""Who R Zoo?""",325-1222,"10 minutes, 56 seconds",12,"""Who R Zoo?""",Brian Morante,,Dave Cunningham,"['Marc Ceccarelli', 'Vincent Waller']",,7:15 pm,0.40,Andrew Goodman,"SpongeBob SquarePants, Patrick Star, Squidward Tentacles, Eugene H. Krabs, Pearl Krabs, Mrs. Puff, Sheldon J. Plankton, Health Inspector Andy Yellowtail, Masked Health inspector, King Neptune",Kwarantined Krab
"January 11, 2021",Alan Smart,,2020,,264a,,,,"""Patrick's Tantrum""","""Kwarantined Krab""",325-1247,"10 minutes, 59 seconds",12,"""Patrick's Tantrum""",John Trabbic,,Marc Ceccarelli (uncredited),"['Marc Ceccarelli', 'Vincent Waller']",,7:04 pm,0.54,Luke Brookshier,"SpongeBob SquarePants, Patrick Star, Patrick's clones, Sheldon J. Plankton, Pearl Krabs, Eugene H. Krabs, Karen Plankton, Incidentals, Incidentals, Incidental 18, Billy, Incidental 68, Incidental 73KID, Incidental 169, Incidental 174, Incidental K1, Billy Fishkins, Bryan Flounder, Teen 9, Teen B6, Nixie, Football player, Creature, King Neptune, E.M.I.L.P.",Plankton's Intern
"January 12, 2021",Tom Yasumi,,2020,,264b,,,,"""Bubble Bass's Tab""","""Plankton's Intern""",325-1254,"10 minutes, 54 seconds",12,"""Plankton's Intern""",Fred Osmond,,Dave Cunningham,"['Marc Ceccarelli', 'Vincent Waller']",,7:15 pm,0.42,Kaz,"SpongeBob SquarePants, Eugene H. Krabs, Squidward Tentacles, Patrick Star, Herb Star, Margie Star, Santa Claus, Harry the Health Hazard, Incidentals, Incidental 7, Incidental 96, Incidental 169, Incidental 163, Incidental 6, Lenny, Incidental 118D, Fred, Incidental 46, Incidental 106, Incidental 37B, Incidental 104, Incidental 41, Incidental 107, Incidental 63, Incidental 42, Incidental 116, Incidental 34, Incidental 118C, Incidental 167, Incidental 36, Incidental 105, Incidental 111, Incidental 161, Incidental 162, Incidental 174, Incidental 40, Incidental 45, Incidental 64, Incidental 4, Incidental 14, Charlie, Incidental 3, Incidental 48, Incidental 30, Incidental 16, Incidental 99, Incidental 30A, Incidental 2, Incidental 151, Incidental K6, Incidental 27, Incidental 47, Old Man Walker, Dale, Incidental 92, Dodo, Scooter, Incidental 33, Incidental 102, Incidental 82, Incidental 110, Incidental 153, Harris, Incidental 166, Ted, Skip, Nurse, Bubble Bass, Unnamed purple fish",Patrick's Tantrum
"January 12, 2021",Alan Smart,,2020,,265a,,,,"""Kooky Cooks""","""Patrick's Tantrum""",325-1248,"10 minutes, 54 seconds",12,"""Kooky Cooks""",Benjamin Arcand,,Sherm Cohen,"['Marc Ceccarelli', 'Vincent Waller']",,7:04 pm,0.48,Kaz,"SpongeBob SquarePants, Bubble Bass, Squidward Tentacles, Eugene H. Krabs, Mama Bass, Mermaid Man, Barnacle Boy, Incidentals, Incidental 107, Incidental 104, Incidental 171, Incidental 2, Incidental 115, Incidental 67, Incidental 64, Incidental 30, Incidental 63, Incidental 14, Sandals, Incidental 73, Incidental 92, Incidental 42, Incidental 69, Steven, Incidental 49, Incidental 37B, Incidental 47, Carol, Incidental 118C, Incidental 27, Incidental 40, Fred, Mr. What Zit Tooya, Tom, Incidental 7, Incidental 16, Incidental 160, Patrick Star",Bubble Bass's Tab
"January 12, 2021","['Alan Smart', 'Tom Yasumi']",,2020,,265b,,,,"""Escape from Beneath Glove World""","""Bubble Bass's Tab""",325-1253,"10 minutes, 52 seconds",12,"""Bubble Bass's Tab""",Fred Osmond,,Bob Camp,"['Marc Ceccarelli', 'Vincent Waller']",,7:19 pm,0.48,Luke Brookshier,"French Narrator, SpongeBob SquarePants, Eugene H. Krabs, Mrs. Puff, Squidward Tentacles, Pearl Krabs, Snooty tang, Incidentals, Incidental 63, Incidental F14, Incidental F9, Incidental F18, Incidental 95, Incidental 27, Incidental 107, Billy, Incidental F11, Judge 1, Fancy dandy fish",Kooky Cooks
"January 18, 2020","['Alan Smart', 'Tom Yasumi']",,2020,,266,"['Rob Paulsen as Glove World Officer', 'Nyasha Hatendi as Hieronymus Glove', 'Maurice LaMarche as Paul Frees']",,,"""Krusty Koncessionaires""","""Kooky Cooks""","['325-1250', '325-1251']","21 minutes, 41 seconds",12,,Brian Morante,,"['Sherm Cohen', 'Dave Cunningham']","['Marc Ceccarelli', 'Vincent Waller']",,11:00 am,1.25,Doug Lawrence,"SpongeBob SquarePants, Patrick Star, Gary the Snail, Incidentals, Incidental 67, Incidental 48, Incidental 109, Incidental 166, Steven, Incidental 6, Incidental 64, Incidental 16, Incidental 49, Baby fish, Incidental 169, Incidental 162, Incidental 159, Incidental 160, Incidental 106, Incidental 46, Charlie, Incidental 8, Incidental 103, Incidental 107, Incidental 9, Incidental 20, Incidental 157, Incidental 45, Old Man Walker, Harris, Incidental 10, Incidental 37A, Incidental 104, Incidental 14, Fred, Incidental 63, Incidental 2, Incidental 13, Incidental 115, Incidental 151, Incidental 12, Incidental 31, Incidental 36, Incidental 105, Incidental 41, Incidental 92, Incidental 47, Incidental 87, Dale, Incidental 11, Incidental 37B, Incidental 27, Incidental 65, Incidental 40, Incidental 111, Incidental 42, Carol, Sandals, Incidental 153, Incidental 24, Incidental 21, Scooter, Incidental 152, Incidental 152, Incidental 150, Helen the Felon, Toddler, Female spokesmodel, Animatronic Hieronymus Glove, Animatronic Hieronymus Glove, Glove robots, Animatronic guard worm, Robot glove guards, Animatronic old man, Hieronymus Glove, Glove World! officers, Glovey Glove, Queen Elizafish I, Guard gloves, Hieronymus Glove's servants",Escape from Beneath Glove World
"November 7, 2020",Michelle Bryan,,2020,,267a,,,,"""Dream Hoppers""","""Escape from Beneath Glove World""","['325-1246', '325-1255']","14 minutes, 5 seconds",12,"""Dream Hoppers""",Benjamin Arcand,,Sherm Cohen,"['Marc Ceccarelli', 'Vincent Waller']",,11:00 am,0.66,Andrew Goodman,"SpongeBob SquarePants, Patrick Star, Eugene H. Krabs, The Low Tides, Claire St. Claire, Stan, Squidward Tentacles, Incidentals, Incidental 4, Incidental 106, Sandals, Incidental 10, Incidental 9, Incidental 105, Incidental 158, Incidental 118C, Incidental 171, Incidental 107, Incidental 48, Incidental 162, Old Man Walker, Incidental 67, Incidental 119, Incidental 46, Incidental 163, Incidental 6, Incidental 2, Incidental 14, Fred, Incidental 49, Incidental 41, Incidental 153, Incidental 82, Incidental 31, Incidental 37B, Incidental 8, Incidental 17, Incidental 40, Incidental 30, Incidental 13, Incidental 42, Incidental 110, Waiter C, Teen 13, Incidental 27, Incidental 154, Incidental 152, Incidental 96, Incidental 174, Incidental 73KID, Teen 7, Unknown ""Teen"" 2, Unknown ""Teen"" 4, Incidental 60, Incidental 47, Incidental 100, Incidental 85, Incidental 183, Incidental 111, Incidental 103, Incidental 186, Incidental 150, Incidental 45, Dale, Incidental 37A, Incidental 69, Incidental 65, Incidental 160, Incidental 91, Incidental 95, Incidental 164, Lenny, Incidental 115, Incidental 187, Teen 7, Scooter, Incidental 92, Incidental 13, Incidental 33, Charlie, Incidental 7, Harris, Incidental 155, Incidental 64, Incidental 68, Incidental 22, Incidental 63, Incidental 93, Incidental 178, Incidental 16, Incidental 104, Incidental K2, Teen 9, Teen 14, Incidental 87, Incidental 180, Incidental 179, Incidental 109, Incidental 25, Incidental 81, Incidental 157, Incidental 99, Incidental 185, Incidental 30A, Mabel, Incidental 97, Incidental 36, Incidental 3, Don the Whale, John, Grubby Grouper, Chubby customer, Photo fish, Carl, Orange hat fish, Ted, HR thug, Hipster fish, Pearl's cyan friend, Kid fish, Tom Kenny, Bill Fagerbakke, Rodger Bumpass",Krusty Koncessionaires
